Site,FavIcon,SecureProtocol,CheckPort,SiteAge,SiteLength,SpecialCharacters,Certificate,Malicious Links,Swapped,Pulse Count,Malicious count,IsSafe
http://www.allcaliforniafencing.com/dropbox/,0,0,0,0,0,0,0,0,0,0,1,0
"https://www.itapua.com/cache/wix.error/74c9cb792b80c50f84058aa307fb9709/?cmd=https://users.wix.com/signin?loginDialogContext=login&referralInfo=HEADER&postLogin=8677697475069+_TIme:Mon,Aug,27,2018-12:39pm",0,0,0,0,2,0,0,0,0,0,100,0
http://manage-account-limited.igg.biz/webapps/dce61/websrc,1,1,0,0,0,1,1,0,0,0,0,0
http://flythissim.com/speak.html,0,0,0,0,0,0,0,0,0,0,2,0
http://zip.net/bntC8z,1,1,0,0,0,2,0,0,0,0,100,0
http://newmicrosoftoutlookmail.ulcraft.com/,1,1,0,0,0,0,0,0,0,0,3,0
http://jhanjartv.com/ok_site/team/auth/?email,1,1,0,0,0,0,1,0,0,0,23,0
http://www.volparavini.it/fr/ssl/,1,0,0,0,0,0,0,0,0,0,100,0
http://tkphotocenter.com/investment-asset/re-invest/index.html,0,1,0,0,0,0,0,0,0,0,8,0
http://www.solutions-prof.ru/core/components/googlesitemap/docs/offiece365.htm,1,1,0,0,0,1,0,7,0,0,100,0
https://www.sentulhighlands.com/Logins/access/hinet/hinett/member.hinet.net/HiReg/,1,0,0,0,2,0,0,11,0,26,0,0
http://www.tred-store.me/wp-content/languages/home/,1,1,0,1,1,1,1,0,0,0,38,0
http://aplication-fan-pages-2016.tuars.co/login.htm,1,1,0,0,0,1,1,7,0,0,2,0
http://workersed.com/wp-includes/pomo/dropbox/,0,0,0,0,0,0,0,11,0,1,100,0
http://clikto.com/js/us/delta.com/delta2018/index.php,1,1,0,0,0,0,0,0,0,0,100,0
http://workersed.com/wp-includes/pomo/dropbox/f1c5f586ba6a4ca22590973a112c7e0c/,0,0,0,0,0,0,0,11,0,1,100,0
http://kikilovell.com/wp-admin/css/colors/UPGRADE/Update/index.php,1,1,0,0,1,0,1,0,0,27,100,0
http://keyaleggings.com/includes/grea/index.htm,0,0,0,0,0,0,0,0,0,0,0,0
